This	September 27, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	51
""			
2	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	2	7
""			
3	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	3	20
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
4		4	49
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		5	26
""	Company.)		
""			
6	THE CAVE, by Robert Penn Warren. (Random House.)	7	3
""			
7	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	9	14
""			
8	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	6	53
""			
9	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	8	9
""			
10	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	13	19
""			
11	THE TENTS OF WICKEDNESS, by Peter De Vries. (Little, Brown and Company.)	10	8
""			
12	THE TOWN HOUSE, by Norah Lofts. (Doubleday.)	--	1
""			
13	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	15	3
""			
14	EVA, by Meyer Levin. (Simon and Schuster.)	--	2
""			
15	THE YOUNG TITAN, by F. Van Wyck Mason. (Doubleday.)	12	11
""			
16	LORENA, by Frank G. Slaughter. (Doubleday.)	11	3
This	September 27, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	20
""			
2	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	2	11
""			
3	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	3	16
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	5	24
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
5		4	24
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
6		6	9
""	Company.)		
""			
7	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	7	33
""			
8	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	9	8
""			
9	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	8	11
""			
""	SENATOR JOE McCARTHY, by Richard H. Rovere. (Harcourt, Brace and		
10		12	12
""	Company.)		
""			
11	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	14	61
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
12		11	17
""	Winston Company.)		
""			
13	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	15	39
""			
14	IMAGE OF AMERICA, by Richard Bruckberger. (Viking.)	--	7
""			
15	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	16	23
""			
16	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	10	16
